	355.63209954471586	546.7692354181497
	286.97686646342277	529.3636833693711
	250.23181213822363	481.9819027921407
	234.76021031708717	398.8220430035322
	241.52903611383442	310.82730764581856
	263.769463731718	234.4362736539573
	298.5805678292751	178.35171705233756
	435.89103399186126	182.2196175076217
	469.7351629755973	231.5353483124942
	480.37188922762846	311.7942827596396
	479.4049141138074	395.9211176620691
	463.9333122926711	462.6424005157201
	432.99010865039816	522.5948575726239
	224.1234840650559	409.45876925556354
	213.4867578130246	364.01093890597514
	227.024409406519	321.4640338978499
	227.024409406519	229.60139808485212
	274.4061899837494	155.14431432063293
	331.4577216991901	117.43228488161276
	427.18825796747194	119.36623510925483
	503.5792919593333	202.52609489786335
	512.2820679837224	247.9739252474517
	502.6123168455123	332.1007601498812
	509.38114264225953	360.14303845069105
	495.84349104876503	404.62389368645836
	361.43395022764196	309.8603325319975
	358.53302488617885	370.7797647027224
	319.85402033333776	372.7137149303644
	393.3441289837359	374.6476651580065
	353.6981493170738	407.52481902792147
	305.34939362602233	431.6991968734472
	337.2595723821163	453.93962449133085
	374.0046267073154	452.9726493775098
	399.14597966666213	429.7652466458051
	354.6651244308948	460.70845028807804
	299.5475429430961	318.5631085563868
	420.4194321707248	323.3979841254919
	270.53828952846527	321.4640338978499
	289.8777918048859	276.98317866208254
	332.4246968130111	283.7520044588298
	395.278079211378	282.78502934500875
	433.9570837642192	280.8510791173667
	464.9002874064921	314.6952081011027
